"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"한티역",한티역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 228,서울특별시 강남구 대치동 1011-28,서울특별시 강남구청,37.496225,127.052840,2017-11-17
"한티역",한티역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 228,서울특별시 강남구 대치동 1011-28,서울특별시 강남구청,37.496225,127.052840,2017-11-17
"한티역",한티역 8번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 228,서울특별시 강남구 대치동 1011-28,서울특별시 강남구청,37.496225,127.052840,2017-11-17
"경복아파트 소공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,800,100000,02-3423-7115,서울특별시 강남구 논현동 276-2,서울특별시 강남구 논현동 276-2,서울특별시 강남구청,37.509540,127.038851,2017-11-17
"강남 보금자리 지구 근린공원1호(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,18856.7,100000,02-3423-7115,서울특별시 강남구 세곡동 603번지,서울특별시 강남구 세곡동 603번지,서울특별시 강남구청,37.509540,127.038851,2017-11-17
"강남 보금자리 지구 근린공원2호(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,5236.8,100000,02-3423-7115,서울특별시 강남구 자곡동 625번지,서울특별시 강남구 자곡동 625번지,서울특별시 강남구청,37.509540,127.038851,2017-11-17
"강남 보금자리 지구 근린공원3호(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,38003.6,100000,02-3423-7115,서울특별시 강남구 자곡동 615번지,서울특별시 강남구 자곡동 615번지,서울특별시 강남구청,37.509540,127.038851,2017-11-17
"강남 보금자리 지구 근린공원4호(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,24247.1,100000,02-3423-7115,서울특별시 강남구 자곡동 608번지 외 1,서울특별시 강남구 자곡동 608번지 외 1,서울특별시 강남구청,37.509540,127.038851,2017-11-17
"강남 보금자리 지구 근린공원5호(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,21560.9,100000,02-3423-7115,서울특별시 강남구 자곡동 607번지,서울특별시 강남구 자곡동 607번지,서울특별시 강남구청,37.509540,127.038851,2017-11-17
"강남 보금자리 지구 근린공원6호(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,19739.5,100000,02-3423-7115,서울특별시 강남구 자곡동 647번지,서울특별시 강남구 자곡동 647번지,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"강남 보금자리 지구 근린공원7호(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,12093,100000,02-3423-7115,서울특별시 강남구 자곡동 627번지 외 1,서울특별시 강남구 자곡동 627번지 외 1,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"한섬아이어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,"서울특별시 강남구 언주로 808 2,3층(신사동, 유성빌딩)",서울특별시 강남구 신사동 631-2,서울특별시 강남구청,37.522829,127.033814,2017-11-17
"한신 휴플러스 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 밤고개로27길 20 관리동,서울특별시 강남구 밤고개로27길 20 관리동,서울특별시 강남구청,37.470376,127.110164,2017-11-17
"행복누리 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 아파트 501동104호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 아파트 501동104호,서울특별시 강남구청,37.460304,127.101534,2017-11-17
"힐스어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로3길 21 LHA5블럭,서울특별시 강남구 자곡로3길 21 LHA5블럭,서울특별시 강남구청,37.460252,127.101587,2017-11-17
"서울율현초등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 밤고개로21길 15(자곡동),서울특별시 강남구 밤고개로21길 15(자곡동),서울특별시 강남구청,37.474217,127.108598,2017-11-17
"서울자곡초등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로 150 (자곡동),서울특별시 강남구 자곡로 150 (자곡동),서울특별시 강남구청,37.472071,127.099529,2017-11-17
"호야 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 306-102,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 306-102,서울특별시 강남구청,37.462915,127.099280,2017-11-17
"명화어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로51길 49,서울특별시 강남구 광평로51길 49,서울특별시 강남구청,37.491033,127.082769,2017-11-17
"민들레어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로56길 11,서울특별시 강남구 광평로56길 11,서울특별시 강남구청,37.487261,127.087660,2017-11-17
"삐아제어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로47길 17 신동아APT7단지,서울특별시 강남구 광평로47길 17 신동아APT7단지,서울특별시 강남구청,37.487070,127.080838,2017-11-17
"수서서머힐어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 밤고개로1길 43 한아름APT내(內),서울특별시 강남구 밤고개로1길 43 한아름APT내(內),서울특별시 강남구청,37.489416,127.086137,2017-11-17
"수서어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 242,서울특별시 강남구 광평로 242,서울특별시 강남구청,37.486133,127.081545,2017-11-17
"아이꿈 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로51길 27 404동 101호,서울특별시 강남구 광평로51길 27 404동 101호,서울특별시 강남구청,37.489066,127.083498,2017-11-17
"예원어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 논현로151길 32-1,서울특별시 강남구 논현로151길 32-1,서울특별시 강남구청,37.519980,127.007930,2017-11-17
"강남동산어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 257,서울특별시 강남구 개포로 257,서울특별시 강남구청,37.479429,127.032773,2017-11-17
"꼬꼬맘 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 논현로4길 41,서울특별시 강남구 논현로4길 41,서울특별시 강남구청,37.474043,127.035571,2017-11-17
"다솔어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 언주로 21,서울특별시 강남구 언주로 21,서울특별시 강남구청,37.478559,127.036753,2017-11-17
"은성어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로109길 5 216동 111호,서울특별시 강남구 개포로109길 5 216동 111호,서울특별시 강남구청,37.493964,127.057588,2017-11-17
"인성어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로109길 5 305동 102호,서울특별시 강남구 개포로109길 5 305동 102호,서울특별시 강남구청,37.493964,127.057588,2017-11-17
"현이어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로110길 15 107동 104호,서울특별시 강남구 개포로110길 15 107동 104호,서울특별시 강남구청,37.492339,127.060614,2017-11-17
"꼬마어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도산대로89길 15,서울특별시 강남구 도산대로89길 15,서울특별시 강남구청,37.525710,127.033169,2017-11-17
"담희어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 영동대로138길 12,서울특별시 강남구 영동대로138길 12,서울특별시 강남구청,37.523546,127.039898,2017-11-17
"언북어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로135길 42,서울특별시 강남구 삼성로135길 42,서울특별시 강남구청,37.519924,127.027590,2017-11-17
"언북몬테소리어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로67길 15,서울특별시 강남구 학동로67길 15,서울특별시 강남구청,37.519320,127.029034,2017-11-17
"준현어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로148길 48-6,서울특별시 강남구 선릉로148길 48-6,서울특별시 강남구청,37.522586,127.025849,2017-11-17
"청담샛별",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로79길 26 4층,서울특별시 강남구 압구정로79길 26 4층,서울특별시 강남구청,37.525050,127.031774,2017-11-17
"청담아이나라어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로147길 24 1층,서울특별시 강남구 삼성로147길 24 1층,서울특별시 강남구청,37.521464,127.029433,2017-11-17
"청담어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도산대로56길 14,서울특별시 강남구 도산대로56길 14,서울특별시 강남구청,37.522078,127.022589,2017-11-17
"청수어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 압구정로79길 26,서울특별시 강남구청,37.525050,127.031774,2017-11-17
"힐즈어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 자곡로 101 래미안강남힐즈어린이집,서울특별시 강남구 강남구 자곡로 101 래미안강남힐즈어린이집,서울특별시 강남구청,37.473596,127.093163,2017-11-17
"경기유치원",건축물경계로부터 10m까지,서울특별시,강남구,유치원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로 14,서울특별시 강남구 개포동 189-4,서울특별시 강남구청,37.485585,127.054566,2017-11-17
"돌샘유치원",건축물경계로부터 10m까지,서울특별시,강남구,유치원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 516,서울특별시 강남구 개포동 185-1,서울특별시 강남구청,37.488326,127.054019,2017-11-17
"개포초등학교병설유치원",건축물경계로부터 10m까지,서울특별시,강남구,유치원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 영동대로 3길 45,서울특별시 강남구 개포동 188,서울특별시 강남구청,37.486626,127.053478,2017-11-17
"신양유치원",건축물경계로부터 10m까지,서울특별시,강남구,유치원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로10길 18-6,서울특별시 강남구 개포2동 164-2,서울특별시 강남구청,37.483429,127.044169,2017-11-17
"원일유치원",건축물경계로부터 10m까지,서울특별시,강남구,유치원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 8,서울특별시 강남구 개포동 140-1,서울특별시 강남구청,37.481290,127.047485,2017-11-17
"선정릉역",선정릉역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 580,서울특별시 강남구 삼성동 111-114,서울특별시 강남구청,37.510266,127.043806,2017-11-17
"선정릉역",선정릉역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 580,서울특별시 강남구 삼성동 111-114,서울특별시 강남구청,37.510266,127.043806,2017-11-17
"수서역",수서역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 270,서울특별시 강남구 수서동 728,서울특별시 강남구청,37.487468,127.101282,2017-11-17
"수서역",수서역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 270,서울특별시 강남구 수서동 728,서울특별시 강남구청,37.487468,127.101282,2017-11-17
"수서역",수서역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 270,서울특별시 강남구 수서동 728,서울특별시 강남구청,37.487468,127.101282,2017-11-17
"수서역",수서역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 270,서울특별시 강남구 수서동 728,서울특별시 강남구청,37.487468,127.101282,2017-11-17
"수서역",수서역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 270,서울특별시 강남구 수서동 728,서울특별시 강남구청,37.487468,127.101282,2017-11-17
"수서역",수서역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 270,서울특별시 강남구 수서동 728,서울특별시 강남구청,37.487468,127.101282,2017-11-17
"수서역",수서역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 270,서울특별시 강남구 수서동 728,서울특별시 강남구청,37.487468,127.101282,2017-11-17
"강남 보금자리 지구 수변공원1호(주제공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,10399.2,100000,02-3423-7115,서울특별시 강남구 세곡동 604번지 외 1,서울특별시 강남구 세곡동 604번지 외 1,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"강남 보금자리 지구 수변공원2호(주제공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,3713.3,100000,02-3423-7115,서울특별시 강남구 ]세곡동 537번지,서울특별시 강남구 ]세곡동 537번지,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"강남 보금자리 지구(소공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1199.2,100000,02-3423-7115,서울특별시 강남구 세곡동 549번지,서울특별시 강남구 세곡동 549번지,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"세곡2 근린공원 1(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,13954,100000,02-3423-7115,서울특별시 강남구 수서동 525답 일원,서울특별시 강남구 수서동 525답 일원,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"세곡2 근린공원 2(근린공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,12026,100000,02-3423-7115,서울특별시 강남구 수서동 569답 일원,서울특별시 강남구 수서동 569답 일원,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"세곡2 소공원1(소공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,5704,100000,02-3423-7115,서울특별시 강남구 율현동 254-3답 일원,서울특별시 강남구 율현동 254-3답 일원,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"세곡2 소공원 2(소공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,692,100000,02-3423-7115,서울특별시 강남구 율현동 192-4구 일원,서울특별시 강남구 율현동 192-4구 일원,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"세곡2 역사공원 1(주제공원)",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,20504,100000,02-3423-7115,서울특별시 강남구 수서동 532답 일원,서울특별시 강남구 수서동 532답 일원,서울특별시 강남구청,37.472129,127.101924,2017-11-17
"엔씨소프트어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 509 NC soft R&D센터,서울특별시 강남구 테헤란로 509 NC soft R&D센터,서울특별시 강남구청,37.507740,127.040682,2017-11-17
"초망몬테소리어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로105길 24,서울특별시 강남구 봉은사로105길 24,서울특별시 강남구청,37.516222,127.044356,2017-11-17
"한별어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로82길 23,서울특별시 강남구 봉은사로82길 23,서울특별시 강남구청,37.511758,127.037988,2017-11-17
"한전 빛사랑 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 영동대로 512 별관 1층,서울특별시 강남구 영동대로 512 별관 1층,서울특별시 강남구청,37.512285,127.045533,2017-11-17
"강남구청 직장어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 426,서울특별시 강남구 학동로 426,서울특별시 강남구청,37.517715,127.047459,2017-11-17
"포그니어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로64길 7 102동107호,서울특별시 강남구 학동로64길 7 102동107호,서울특별시 강남구청,37.517368,127.028039,2017-11-17
"도토리소풍넥슨어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 은사로68길27,서울특별시 강남구 은사로68길27,서울특별시 강남구청,37.517368,127.028039,2017-11-17
"방주어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 신사동 567-17 1층,서울특별시 강남구 신사동 567-17 1층,서울특별시 강남구청,37.523400,127.009327,2017-11-17
"신사어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도산대로15길 26,서울특별시 강남구 도산대로15길 26,서울특별시 강남구청,37.519962,127.006550,2017-11-17
"압구정아람어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로 311,서울특별시 강남구 압구정로 311,서울특별시 강남구청,37.529309,127.018088,2017-11-17
"바롬어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 언주로164길 36,서울특별시 강남구 언주로164길 36,서울특별시 강남구청,37.525303,127.018842,2017-11-17
"압구정어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 언주로157길 8,서울특별시 강남구 언주로157길 8,서울특별시 강남구청,37.523921,127.014742,2017-11-17
"압구정코코어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 논현로158길 19,서울특별시 강남구 논현로158길 19,서울특별시 강남구청,37.522176,127.012427,2017-11-17
"압구정키즈어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로42길 25-5,서울특별시 강남구 압구정로42길 25-5,서울특별시 강남구청,37.527231,127.018047,2017-11-17
"미래나무어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 논현로99길 21,서울특별시 강남구 논현로99길 21,서울특별시 강남구청,37.503166,127.016170,2017-11-17
"조이너스어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 역삼로19길12 조이너스APT101호,서울특별시 강남구 역삼로19길12 조이너스APT101호,서울특별시 강남구청,37.495804,127.019815,2017-11-17
"지예슬어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로25길 43,서울특별시 강남구 테헤란로25길 43,서울특별시 강남구청,37.503324,127.017091,2017-11-17
"서울논현초등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남대로120길 33,서울특별시 강남구 논현동 168번지,서울특별시 강남구청,37.494348,127.055938,2017-11-17
"서울대곡초등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 3022,서울특별시 강남구 대치 2동 510번지,서울특별시 강남구청,37.492645,127.044875,2017-11-17
"서울대도초등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도곡 2동 109번지,서울특별시 강남구 도곡 2동 109번지,서울특별시 강남구청,37.481450,127.077765,2017-11-17
"서울대모초등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로20길 27,서울특별시 강남구 일원본동 736번지,서울특별시 강남구청,37.464216,127.096877,2017-11-17
"서울대왕초등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 세곡동 122-2번지,서울특별시 강남구 세곡동 122-2번지,서울특별시 강남구청,37.497043,127.069222,2017-11-17
"튼튼영재어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로101길26 삼익상가 3층,서울특별시 강남구 학동로101길26 삼익상가 3층,서울특별시 강남구청,37.522406,127.040098,2017-11-17
"가로수어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로18길 28,서울특별시 강남구 압구정로18길 28 신구초등학교내,서울특별시 강남구청,37.464216,127.096877,2017-11-17
